53	National Institute for Medical Research London	National Institute for Medical Research London		51	www.nimr.mrc.ac.uk	mrc	0
54	Human Sciences Research Council of South Africa	Human Sciences Research Council of South Africa		0	www.hsrc.ac.za	hsrc	0
55	South African National Biodiversity Institute	South African National Biodiversity Institute		0	www.sanbi.org	sanbi	0
56	South African Water Research Commission	South African Water Research Commission		0	www.wrc.org.za	wrc	0
57	Agricultural Research Council, Pretoria	Agricultural Research Council, Pretoria		0	www.arc.agric.za	agric	0
58	Réseau National Universitaire	Réseau National Universitaire		0	www.rnu.tn	rnu	0
59	Instituts Superieurs de Formation des Maitres	Instituts Superieurs de Formation des Maitres		58	www.disfm.rnu.tn	rnu	0
60	École Nationale d'Ingénieurs de Monastir	École Nationale d'Ingénieurs de Monastir		58	www.enim.rnu.tn	rnu	0
61	École Nationale d'Ingénieurs de Sfax	École Nationale d'Ingénieurs de Sfax		58	www.enis.rnu.tn	rnu	0
62	École Nationale d'Ingénieurs de Tunis	École Nationale d'Ingénieurs de Tunis		58	www.enit.rnu.tn	rnu	0
63	École Nationale des Sciences de l'Informatique	École Nationale des Sciences de l'Informatique		58	www.ensi.rnu.tn	rnu	0
64	École Polytechnique de Tunisie	École Polytechnique de Tunisie		58	www.ept.rnu.tn	rnu	0
65	École Supérieure des Sciences et Techniques de Tunis	École Supérieure des Sciences et Techniques de Tunis		58	www.esstt.rnu.tn	rnu	0
66	Ecole Supérieure de Technologie et d'Informatique	Ecole Supérieure de Technologie et d'Informatique		58	www.esti.rnu.tn	rnu	0
67	Faculté de Medécine de Tunis	Faculté de Medécine de Tunis		58	www.fmt.rnu.tn	rnu	0
68	Faculté des Sciences Juridiques, Economiques et de Gestion de Jendouba	Faculté des Sciences Juridiques, Economiques et de Gestion de Jendouba		58	www.fsjegj.rnu.tn	rnu	0
69	Institut Bourguiba des Langues Vivantes	Institut Bourguiba des Langues Vivantes		58	www.iblv.rnu.tn	rnu	0
70	Institut National du Travail et des Études Sociales	Institut National du Travail et des Études Sociales		58	www.intes.rnu.tn	rnu	0
71	Institut Supérieur des Études Technologiques de Gafsa	Institut Supérieur des Études Technologiques de Gafsa		58	www.isetgf.rnu.tn	rnu	0
72	Institut Supérieur des Études Technologiques de Djerba	Institut Supérieur des Études Technologiques de Djerba		58	www.isetjb.rnu.tn	rnu	0
73	Institut Supérieur des Études Technologiques de Ksar Hellal	Institut Supérieur des Études Technologiques de Ksar Hellal		58	www.isetkh.rnu.tn	rnu	0
74	Institut Supérieur des Études Technologiques de Kairouan	Institut Supérieur des Études Technologiques de Kairouan		58	www.isetkr.rnu.tn	rnu	0
75	Institut Supérieur des Études Technologiques de Madhia	Institut Supérieur des Études Technologiques de Madhia		58	www.isetma.rnu.tn	rnu	0
76	Institut Supérieur des Études Technologiques de Rades	Institut Supérieur des Études Technologiques de Rades		58	www.isetr.rnu.tn	rnu	0
77	Institut Supérieur des Études Technologiques de Sfax	Institut Supérieur des Études Technologiques de Sfax		58	www.isetsf.rnu.tn	rnu	0
78	Institut Supérieur des Études Technologiques de Sousse	Institut Supérieur des Études Technologiques de Sousse		58	www.isetso.rnu.tn	rnu	0
79	Institut Supérieur de Gestión Sousse	Institut Supérieur de Gestión Sousse		58	www.isgs.rnu.tn	rnu	0
80	ENIT-LAMSIN	ENIT-LAMSIN		58	www.lamsin.rnu.tn	rnu	0
81	Renaissance University Enugu	Renaissance University Enugu		0	www.rnu.edu.ng	rnu	0
82	Université du Sousse	Université du Sousse		58	www.uc.rnu.tn	rnu	0
83	Université de Gafsa	Université de Gafsa		58	www.ugaf.rnu.tn	rnu	0
84	Université de Jendouba	Université de Jendouba		58	www.uj.rnu.tn	rnu	0
85	Université de Monastir	Université de Monastir		58	www.um.rnu.tn	rnu	0
86	Université de la Manouba	Université de la Manouba		58	www.uma.rnu.tn	rnu	0
87	Université du 7 de Novembre	Université du 7 de Novembre		58	www.univ7nc.rnu.tn	rnu	0
88	Université de Gabes	Université de Gabes		58	www.univgb.rnu.tn	rnu	0
89	Université de Kairouan	Université de Kairouan		58	www.univ-k.rnu.tn	rnu	0
90	Université de Sfax	Université de Sfax		58	www.uss.rnu.tn	rnu	0
91	Université de Tunis El Manar	Université de Tunis El Manar		58	www.utm.rnu.tn	rnu	0
92	Université de Tunis	Université de Tunis		58	www.utunis.rnu.tn	rnu	0
93	Université Virtuelle de Tunis	Université Virtuelle de Tunis		58	www.uvt.rnu.tn	rnu	0
94	Université Ezzitouna	Université Ezzitouna		58	www.uz.rnu.tn	rnu	0
95	Instituto Nacional de Tecnología Agropecuaria Buenos Aires	Instituto Nacional de Tecnología Agropecuaria Buenos Aires		0	www.inta.gov.ar	inta	0
96	Instituto Nacional de Técnica Aeroespacial Esteban Terradas	Instituto Nacional de Técnica Aeroespacial Esteban Terradas		0	www.inta.es	inta	0
97	Laboratorio de Astrofísica Espacial y Física Fundamental	Laboratorio de Astrofísica Espacial y Física Fundamental		96	www.laeff.inta.es	inta	0
98	Faculdades INTA	Faculdades INTA		0	www.inta.edu.br	inta	0
99	Consejo Nacional de Investigaciones Científicas y Técnicas	Consejo Nacional de Investigaciones Científicas y Técnicas		0	www.conicet.gov.ar	conicet	0
100	Instituto Nacional de Tecnología Industrial	Instituto Nacional de Tecnología Industrial		0	www.inti.gov.ar	inti	0
101	INTI College Hong Kong	INTI College Hong Kong		0	www.inti.edu.hk	inti	0
102	Centro Regional de Investigaciones Científicas y Tecnológicas de Mendoza	Centro Regional de Investigaciones Científicas y Tecnológicas de Mendoza		0	www.cricyt.edu.ar	cricyt	0
103	Hospital Italiano de Buenos Aires	Hospital Italiano de Buenos Aires		0	www.hospitalitaliano.org.ar	hospitalitaliano	0
104	Pierre Auger Observatory	Pierre Auger Observatory		0	www.auger.org	auger	0
105	Centro Argentino de Información Científica y Tecnológica	Centro Argentino de Información Científica y Tecnológica		0	www.caicyt.gov.ar	caicyt	0
106	Comisión Nacional de Actividades Espaciales	Comisión Nacional de Actividades Espaciales		0	www.conae.gov.ar	conae	0
107	Centro Atómico Bariloche	Centro Atómico Bariloche		0	www.cab.cnea.gov.ar	cnea	0
108	Instituto de Efectividad Clínica y Sanitaria	Instituto de Efectividad Clínica y Sanitaria		0	www.iecs.org.ar	iecs	0
109	Centro Regional de Investigaciones Básicas y Aplicadas de Bahía Blanca	Centro Regional de Investigaciones Básicas y Aplicadas de Bahía Blanca		0	www.criba.edu.ar	criba	0
110	Instituto de Desarrollo Económico y Social Buenos Aires	Instituto de Desarrollo Económico y Social Buenos Aires		0	www.ides.org.ar	ides	0
111	Museo Argentino de Ciencias Naturales Bernardino Rivadavia	Museo Argentino de Ciencias Naturales Bernardino Rivadavia		0	www.macn.secyt.gov.ar	secyt	0
112	Instituto de Astronomía y Física del Espacio	Instituto de Astronomía y Física del Espacio		114	www.iafe.uba.ar	uba	0
113	Universidad Bicentenaria de Aragua	Universidad Bicentenaria de Aragua		0	uba.net.ve	uba	0
114	Universidad de Buenos Aires	Universidad de Buenos Aires		0	www.uba.ar	uba	0
115	Instituto Antártico Argentino	Instituto Antártico Argentino		0	www.dna.gov.ar	dna	0
116	Instituto Nacional de Pesquisas Espaciais	Instituto Nacional de Pesquisas Espaciais		0	www.inpe.br	inpe	0
117	BIREME Centro Latinoamericano y del Caribe de Información en Ciencias de la Salud	BIREME Centro Latinoamericano y del Caribe de Información en Ciencias de la Salud		0	www.bireme.br	bireme	0
118	Empresa Brasileira de Pesquisa Agropecuária	Empresa Brasileira de Pesquisa Agropecuária		0	www.embrapa.br	embrapa	0
119	Fundação Oswaldo Cruz	Fundação Oswaldo Cruz		0	www.fiocruz.br	fiocruz	0
120	Conselho Nacional de Desenvolvimento Cientifico e Tecnológico	Conselho Nacional de Desenvolvimento Cientifico e Tecnológico		0	www.cnpq.br	cnpq	0
121	Instituto Nacional de Matemática Pura e Aplicada	Instituto Nacional de Matemática Pura e Aplicada		0	www.impa.br	impa	0
122	Instituto Brasileiro de Geografia e Estatística	Instituto Brasileiro de Geografia e Estatística		0	www.ibge.gov.br	ibge	0
123	Escola Nacional de Ciências Estatísticas	Escola Nacional de Ciências Estatísticas		122	www.ence.ibge.gov.br	ibge	0
124	Instituto Brasileiro de Informação em Ciência e Tecnologia	Instituto Brasileiro de Informação em Ciência e Tecnologia		0	www.ibict.br	ibict	0
125	Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira	Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira		0	www.inep.gov.br	inep	0
126	Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis	Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis		0	www.ibama.gov.br	ibama	0
127	Instituto Nacional de Metrologia	Instituto Nacional de Metrologia		0	www.inmetro.gov.br	inmetro	0
128	Laboratório Nacional de Computação Científica	Laboratório Nacional de Computação Científica		0	www.lncc.br	lncc	0
129	Liaoning Province Communications College	Liaoning Province Communications College	辽宁省交通高等专科学校	0	www.lncc.edu.cn	lncc	0
130	Instituto de Pesquisa Econômica Aplicada	Instituto de Pesquisa Econômica Aplicada		0	www.ipea.gov.br	ipea	0
131	Observatório Nacional	Observatório Nacional		0	www.on.br	www	0
132	National Academy of Sciences of Armenia	National Academy of Sciences of Armenia		0	www.sci.am	www	0
133	Rede Nacional de Ensino e Pesquisa	Rede Nacional de Ensino e Pesquisa		0	www.rnp.br	rnp	0
134	Centro Brasileiro de Pesquisas Físicas	Centro Brasileiro de Pesquisas Físicas		0	www.cbpf.br	cbpf	0
135	Instituto Nacional de Pesquisas na Amazonia	Instituto Nacional de Pesquisas na Amazonia	Instituto Nacional de Pesquisas da Amazônia	0	www.inpa.gov.br	inpa	0
136	Instituto de Pesquisas Energéticas e Nucleares	Instituto de Pesquisas Energéticas e Nucleares		0	www.ipen.br	ipen	0
137	Instituto Tecnológico de Aeronáutica	Instituto Tecnológico de Aeronáutica		0	www.ita.br	ita	0
138	Instituto Tecnológico de Aragón	Instituto Tecnológico de Aragón		0	www.ita.es	ita	0
140	Instituto Técnico Agrícola	Instituto Técnico Agrícola		0	www.ita.edu.co	ita	0
141	Sociedade Beneficente Israelita Brasileira Albert Einstein	Sociedade Beneficente Israelita Brasileira Albert Einstein		0	www.einstein.br	einstein	0
142	Instituto Militar de Engenharia	Instituto Militar de Engenharia		0	www.ime.eb.br	eb	0
143	Pan American Foot-and-Mouth Disease Center	Pan American Foot-and-Mouth Disease Center		0	www.panaftosa.org.br	panaftosa	0
144	Instituto Nacional da Propriedade Industrial	Instituto Nacional da Propriedade Industrial		0	www.inpi.gov.br	inpi	0
145	Museu Paraense Emilio Goeldi	Museu Paraense Emilio Goeldi		0	www.museu-goeldi.br	museu-goeldi	0
146	Instituto Brasileiro de Analises Sociais e Econômicas Rio de Janeiro	Instituto Brasileiro de Analises Sociais e Econômicas Rio de Janeiro		0	www.ibase.br	ibase	0
147	Centro de Tecnologia Mineral Rio de Janeiro	Centro de Tecnologia Mineral Rio de Janeiro		0	www.cetem.gov.br	cetem	0
148	Instituto Agronômico	Instituto Agronômico		0	www.iac.sp.gov.br	sp	0
149	Instituto de Tecnologia de Alimentos	Instituto de Tecnologia de Alimentos		0	www.ital.sp.gov.br	sp	0
150	Swedish National Testing and Research Institute	Swedish National Testing and Research Institute		0	www.sp.se	sp	0
151	Singapore Polytechnic	Singapore Polytechnic		0	www.sp.edu.sg	sp	0
152	Comando Geral de Tecnologia Aeroespacial	Comando Geral de Tecnologia Aeroespacial		0	www.cta.br	cta	0
153	College of Technology Abha	College of Technology Abha		0	www.cta.edu.sa	cta	0
154	Fundação de Economia e Estatística	Fundação de Economia e Estatística		0	www.fee.tche.br	tche	0
155	Universidade Católica de Pelotas	Universidade Católica de Pelotas		0	www.ucpel.tche.br	tche	0
156	Universidade da Região da Campanha	Universidade da Região da Campanha		0	www.urcamp.tche.br	tche	0
157	Universidade Regional Integrada do Alto Uruguai e das Missoes Santo Ângelo	Universidade Regional Integrada do Alto Uruguai e das Missoes Santo Ângelo		0	www.urisan.tche.br	tche	0
158	Comissão Nacional de Energia Nuclear Rio de Janeiro	Comissão Nacional de Energia Nuclear Rio de Janeiro		0	www.cnen.gov.br	cnen	0
159	Empresa de Pesquisa Agropecuária de Minas Gerais	Empresa de Pesquisa Agropecuária de Minas Gerais		0	www.epamig.br	epamig	0
160	Centro Federal de Educação Tecnológica do Ceará	Centro Federal de Educação Tecnológica do Ceará		0	www.cefetce.br	cefetce	0
162	Instituto Evandro Chagas	Instituto Evandro Chagas		0	www.iec.pa.gov.br	pa	0
163	Azerbaiyan Police Academy	Azerbaiyan Police Academy		0	www.pa.edu.az	pa	0
164	Turkey Police Academy	Turkey Police Academy		0	www.pa.edu.tr	pa	0
165	Instituto de Investigación Jardim Botânico do Rio de Janeiro	Instituto de Investigación Jardim Botânico do Rio de Janeiro		0	www.jbrj.gov.br	jbrj	0
166	Laboratório Nacional de Luz Síncrotron	Laboratório Nacional de Luz Síncrotron		0	www.lnls.br	lnls	0
167	Centro de Pesquisa e Desenvolvimento em Telecomunicações	Centro de Pesquisa e Desenvolvimento em Telecomunicações		0	www.cpqd.com.br	cpqd	0
168	Centro de Gestão e Estudos Estratégicos	Centro de Gestão e Estudos Estratégicos		0	www.cgee.org.br	cgee	0
169	Instituto Universitário de Pesquisas do Rio de Janeiro	Instituto Universitário de Pesquisas do Rio de Janeiro		0	www.iuperj.br	iuperj	0
170	Instituto de Tecnologia do Paraná	Instituto de Tecnologia do Paraná		0	www.tecpar.br	tecpar	0
171	Centro de Pesquisas de Energia Elétrica	Centro de Pesquisas de Energia Elétrica		0	www.cepel.br	cepel	0
172	Rede de Tecnologia do Rio de Janeiro	Rede de Tecnologia do Rio de Janeiro		0	www.redetec.org.br	redetec	0
173	Fundação Zoobotânica do Rio Grande do Sul	Fundação Zoobotânica do Rio Grande do Sul		0	www.fzb.rs.gov.br	rs	0
174	University of East Sarajevo	University of East Sarajevo		0	www.unssa.rs.ba	rs	0
175	College of the State Border Guard	College of the State Border Guard		0	www.vrk.rs.gov.lv	rs	0
176	Laboratório Nacional de Astrofísica	Laboratório Nacional de Astrofísica		0	www.lna.br	lna	0
177	Instituto Nacional de Tecnologia da Informação	Instituto Nacional de Tecnologia da Informação		0	www.iti.gov.br	iti	0
178	Informatics and Telematics Institute CERTH	Informatics and Telematics Institute CERTH		0	www.iti.gr	iti	0
179	International Theological Institute	International Theological Institute		0	www.iti.ac.at	iti	0
180	Institut Teknologi Indonesia	Institut Teknologi Indonesia		0	www.iti.ac.id	iti	0
181	Industrial Technology Institute	Industrial Technology Institute		0	www.iti.lk	iti	0
182	Instituto de Pesquisas Tecnológicas	Instituto de Pesquisas Tecnológicas		0	www.ipt.br	ipt	0
183	Instituto Politécnico de Tomar	Instituto Politécnico de Tomar		0	portal.ipt.pt	ipt	0
184	Hospital de Clinicas de Porto Alegre	Hospital de Clinicas de Porto Alegre		185	www.hcpa.ufrgs.br	ufrgs	0
185	Universidade Federal do Rio Grande do Sul	Universidade Federal do Rio Grande do Sul		0	www.ufrgs.br	ufrgs	0
186	Instituto Butantan	Instituto Butantan		0	www.butantan.gov.br	butantan	0
187	Centro Brasileiro de Análise e Planejamento	Centro Brasileiro de Análise e Planejamento		0	www.cebrap.org.br	cebrap	0
188	National Research Council Canada	National Research Council Canada		0	www.nrc-cnrc.gc.ca	nrc-cnrc	0
189	Canada Institute for Scientific and Technical Information	Canada Institute for Scientific and Technical Information		188	www.cisti-icist.nrc-cnrc.gc.ca	nrc-cnrc	0
190	International Development Research Centre	International Development Research Centre		0	www.idrc.ca	idrc	0
191	Statistics Canada	Statistics Canada		0	www.statcan.ca	statcan	0
192	National Laboratory for Particle and Nuclear Physics	National Laboratory for Particle and Nuclear Physics, Canada		0	www.triumf.ca	triumf	0
193	Canadian Institutes of Health Research	Canadian Institutes of Health Research		0	www.cihr-irsc.gc.ca	cihr-irsc	0
194	British Columbia Institute of Technology	British Columbia Institute of Technology		0	www.bcit.ca	bcit	0
195	British Columbia Cancer Agency	British Columbia Cancer Agency		0	www.bccancer.bc.ca	bc	0
196	Northern Lights College	Northern Lights College		0	nlc.bc.ca	bc	0
197	Bucheon College	Bucheon College	부천대학	0	www.bc.ac.kr	bc	0
198	Boston College	Boston College		0	www.bc.edu	bc	0
199	College of New Caledonia	College of New Caledonia		0	www.cnc.bc.ca	bc	0
200	College of the Rockies	College of the Rockies		0	www.cotr.bc.ca	bc	0
201	Douglas College	Douglas College		0	www.douglas.bc.ca	bc	0
202	Langara College	Langara College		0	www.langara.bc.ca	bc	0
203	North Island College	North Island College		0	www.nic.bc.ca	bc	0
204	Northwest Community College	Northwest Community College		0	www.nwcc.bc.ca	bc	0
205	Okanagan College	Okanagan College		0	www.okanagan.bc.ca	bc	0
206	Institut National de Santé Publique du Quebec	Institut National de Santé Publique du Quebec		0	www.inspq.qc.ca	inspq	0
207	Institut de Recherche Robert-Sauvé en Santé et en Sécurité du Travail	Institut de Recherche Robert-Sauvé en Santé et en Sécurité du Travail		0	www.irsst.qc.ca	irsst	0
208	Pacific Institute for the Mathematical Sciences	Pacific Institute for the Mathematical Sciences		0	www.pims.math.ca	math	0
209	Geological Survey of Canada	Geological Survey of Canada		0	www.gsc.nrcan.gc.ca	nrcan	0
210	Canada Centre for Remote Sensing	Canada Centre for Remote Sensing		0	www.ccrs.nrcan.gc.ca	nrcan	0
211	Montreal Neurology Hospital Institute	Montreal Neurology Hospital Institute		212	www.mni.mcgill.ca	mcgill	0
212	McGill University	McGill University		0	www.mcgill.ca	mcgill	0
213	Defence Research and Development Canada	Defence Research and Development Canada		0	www.drdc-rddc.gc.ca	drdc-rddc	0
214	Canadian Space Agency	Canadian Space Agency		0	www.space.gc.ca	space	0
215	Centre Interuniversitaire de Recherche en Analyse des Organisations	Centre Interuniversitaire de Recherche en Analyse des Organisations		0	www.cirano.qc.ca	cirano	0
216	Cancer Care Ontario	Cancer Care Ontario		0	www.cancercare.on.ca	cancercare	0
217	McGill University Health Centre	McGill University Health Centre		0	www.muhc.ca	muhc	0
218	Perimeter Institute for Theoretical Physics	Perimeter Institute for Theoretical Physics		0	www.perimeterinstitute.ca	perimeterinstitute	0
219	Ducks Unlimited Canada	Ducks Unlimited Canada		0	www.ducks.ca	ducks	0
220	Vancouver General Hospital	Vancouver General Hospital		0	www.vch.ca	vch	0
221	Royal Ontario Museum	Royal Ontario Museum		0	www.rom.on.ca	rom	0
222	London Health Sciences Centre	London Health Sciences Centre		0	www.lhsc.on.ca	lhsc	0
223	Centre de Recherche Appliquee en Technologies de LInformation	Centre de Recherche Appliquee en Technologies de LInformation		0	www.crim.ca	crim	0
224	Canadian Museum of Nature	Canadian Museum of Nature		0	www.nature.ca	nature	0
225	Institut de Recherches Cliniques de Montreal	Institut de Recherches Cliniques de Montreal		0	www.ircm.qc.ca	ircm	0
226	Canadian Centre for Architecture	Canadian Centre for Architecture		0	www.cca.qc.ca	cca	0
227	California College of the Arts	California College of the Arts		0	www.cca.edu	cca	0
228	CHU Sainte Justine	CHU Sainte Justine		0	www.chu-sainte-justine.org	chu-sainte-justine	0
229	Ottawa Health Research Institute	Ottawa Health Research Institute		0	www.ohri.ca	ohri	0
230	Social Sciences and Humanities Research Council / Conseil de Recherches en Sciences Humaines	Social Sciences and Humanities Research Council / Conseil de Recherches en Sciences Humaines		0	www.sshrc.ca	sshrc	0
231	Natural Sciences and Engineering Research Council of Canada	Natural Sciences and Engineering Research Council of Canada		0	www.nserc-crsng.gc.ca	nserc-crsng	0
232	Robarts Research Institute	Robarts Research Institute		0	www.robarts.ca	robarts	0
233	University Health Network	University Health Network		0	www.uhn.ca	uhn	0
234	INRS-Eau	INRS-Eau		237	www.ete.inrs.ca	inrs	0
235	Institut National de la Recherche Scientifique Urbanisation Culture et Societe	Institut National de la Recherche Scientifique Urbanisation Culture et Societe		237	www.ucs.inrs.ca	inrs	0
236	Institut National de Recherche et de Sécurité	Institut National de Recherche et de Sécurité		0	www.inrs.fr	inrs	0
237	Institut National de la Recherche Scientifique	Institut National de la Recherche Scientifique		0	www.inrs.ca	inrs	0
238	Institut Universitaire de Geriatrie de Montreal	Institut Universitaire de Geriatrie de Montreal		0	www.iugm.qc.ca	iugm	0
239	Instituto Universitario General Gutiérrez Mellado UNED	Instituto Universitario General Gutiérrez Mellado UNED		0	www.iugm.es	iugm	0
240	North-South Institute	North-South Institute		0	www.nsi-ins.ca	nsi-ins	0
241	Ontario Research Center for Computer Algebra	Ontario Research Center for Computer Algebra		0	www.orcca.on.ca	orcca	0
242	Hospital for Sick Children	Hospital for Sick Children		0	www.sickkids.on.ca	sickkids	0
243	Institute for Clinical Evaluative Sciences	Institute for Clinical Evaluative Sciences		0	www.ices.on.ca	ices	0
244	Instituto Catuai de Ensino Superior	Instituto Catuai de Ensino Superior		0	www.ices.edu.br	ices	0
245	Instituto de Ciencias de Educación Superior	Instituto de Ciencias de Educación Superior		0	www.ices.edu.mx	ices	0
246	Institut Catholique d'Études Superieures	Institut Catholique d'Études Superieures		0	www.ices.fr	ices	0
247	Merck Frosst Canada	Merck Frosst Canada		0	www.merckfrosst.ca	merckfrosst	0
248	Hamilton Health Sciences	Hamilton Health Sciences		0	www.hamiltonhealthsciences.ca	hamiltonhealthsciences	0
249	Metropolis Montreal Centre for Inter-University Research on Immigration, Integration and Urban Dynamics.	Metropolis Montreal Centre for Inter-University Research on Immigration, Integration and Urban Dynamics.		0	www.im.metropolis.net	metropolis	0
250	Douglas Mental Health University Institute	Douglas Mental Health University Institute		0	www.douglasrecherche.qc.ca	douglasrecherche	0
251	CanmetEnergy	CanmetEnergy		0	www.canmetenergy-canmetenergie.nrcan-rncan.gc.ca	nrcan-rncan	0
252	New Women's College Hospital	New Women's College Hospital		0	www.womenscollegehospital.ca	womenscollegehospital	0
253	Meteorological Service of Canada	Meteorological Service of Canada		0	www.msc-smc.ec.gc.ca	ec	0
254	Emmanuel College Georgia	Emmanuel College Georgia		0	www.ec.edu	ec	0
255	Institute on Governance	Institute on Governance		0	www.iog.ca	iog	0
256	Canadian Grain Commission	Canadian Grain Commission		0	www.grainscanada.gc.ca	grainscanada	0
