6044466	98	The approximate irreducible factorization of a univariate polynomial: revisited
6044467	98	Computation of the (n-1)-st Koszul Homology of monomialideals and related algorithms
6044468	98	Memory efficient scheduling of Strassen-Winograd's matrix multiplication algorithm
6044469	98	Computing with abstract matrix structures
6044470	98	Size of coefficients of lexicographical Groöbner bases: the zero-dimensional, radical and bivariate case
6044471	98	Submersive rational difference systems and their accessibility
6044472	98	Solutions of polynomial systems derived from the steady cavity flow problem
6044473	98	High order derivatives and decomposition of multivariate polynomials
6044474	98	An iterative method for calculating approximate GCD of univariate polynomials
6044475	98	Automatic synthesis of high performance mathematical programs
6044476	98	Lower bounds for zero-dimensional projections
6044477	98	Large matrix, small rank
6044478	98	Real root isolation for tame elementary functions
6594909	98	PARDI
6981615	98	Computing specified generators of structured matrix inverses
13269297	98	Symbolic and Algebraic Computation, International Symposium ISSAC 2002, Lille, France, July 7-10, 2002, Proceedings
13269300	98	Symbolic and Algebraic Computation, International Symposium ISSAC 2003, Drexel University, Philadelphia, Pennsylvania, USA, August 3-6, 2003, Proceedings
13269303	98	Symbolic and Algebraic Computation, International Symposium ISSAC 2004, Santander, Spain, July 4-7, 2004, Proceedings
13269307	98	Symbolic and Algebraic Computation, International Symposium ISSAC 2005, Beijing, China, July 24-27, 2005, Proceedings
13269310	98	Symbolic and Algebraic Computation, International Symposium, ISSAC 2006, Genoa, Italy, July 9-12, 2006, Proceedings
13269312	98	Symbolic and Algebraic Computation, International Symposium, ISSAC 2007, Waterloo, Ontario, Canada, July 28 - August 1, 2007, Proceedings
13269314	98	Parallel Symbolic Computation, PASCO 2007, International Workshop, 27-28 July 2007, University of Western Ontario, London, Ontario, Canada
13269316	98	Symbolic-Numeric Computation, SNC 2007, International Workshop, 25-27 July 2007, University of Western Ontario, London, Ontario, Canada
13269319	98	Symbolic and Algebraic Computation, International Symposium, ISSAC 2008, Linz/Hagenberg, Austria, July 20-23, 2008, Proceedings
13269321	98	Symbolic and Algebraic Computation, International Symposium, ISSAC 2009, Seoul, Republic of Korea, July 29-31, 2009, Proceedings
13740237	98	Efficient Computation of First-Order Right Factors of Linear q-Shift Operators
14173162	98	Solving Bezout-like polynomial equations for the design of interpolatory subdivision schemes
14249118	98	Absolute factoring of non-holonomic ideals in the plane
14253510	98	Chebyshev interpolation polynomial-based tools for rigorous computing
39234499	98	Algebraic invariants and their differential algebras
39234500	98	Verification methods: rigorous results using floating-point arithmetic
39234501	98	Theory of reals for verification and synthesis of hybrid dynamical systems
39234502	98	Symbolic methods for solving systems of linear ordinary differential equations
39234503	98	Asymptotically fast algorithms for modern computer algebra
39234504	98	Transformation and factorization of partial differential systems: applications to stochastic systems
39234505	98	A new incremental algorithm for computing Groebner bases
39234507	98	A new algorithm for computing comprehensive Gröbner systems
39234508	98	Finding all bessel type solutions for linear differential equations with rational function coefficients
39234509	98	Simultaneously row- and column-reduced higher-order linear differential systems
39234510	98	Consistency of finite difference approximations for linear PDE systems and its algorithmic verification
39234511	98	Computation with semialgebraic sets represented by cylindrical algebraic formulas
39234512	98	Black-box/white-box simplification and applications to quantifier elimination
39234513	98	Parametric quantified SAT solving
39234514	98	A method for semi-rectifying algebraic and differential systems using scaling type lie point symmetries with linear algebra
39234516	98	A Slice algorithm for corners and Hilbert-Poincaré series of monomial ideals
39234517	98	Composition collisions and projective polynomials: statement of results
39234518	98	Decomposition of generic multivariate polynomials
39234519	98	Blind image deconvolution via fast approximate GCD
39234520	98	Computing the singularities of rational space curves
39234521	98	Complexity of creative telescoping for bivariate rational functions
39234522	98	Real and complex polynomial root-finding with eigen-solving and preprocessing
39234523	98	Computing the radius of positive semidefiniteness of a multivariate real polynomial via a dual of Seidenberg's method
39234525	98	Output-sensitive decoding for redundant residue systems
39234526	98	A Strassen-like matrix multiplication suited for squaring and higher power computation
39234527	98	Yet another block Lanczos algorithm: how to simplify the computation and reduce reliance on preconditioners in the small field case
39234530	98	On some decidable and undecidable problems related to q-difference equations with parameters
39234531	98	Iterative Toom-Cook methods for very unbalanced long integer multiplication
39234532	98	Randomized NP-completeness for p-adic rational roots of sparse polynomials in one variable
39234533	98	Easy composition of symbolic computation software: a new lingua franca for symbolic computation
39234534	98	Symbolic integration at compile time in finite element methods
39234535	98	Fast multiplication of large permutations for disk, flash memory and RAM
6932465	100	Learning with Queries Corrupted by Classiflcation Noise ?
5272	7	A Quantitative Model of Capabilities in Multi-Agent Systems
17007	7	Analysis of Quantum-Inspired Evolutionary Algorithm
20421	7	Using Dynamic Capability Evaluation to Organize a Team of Cooperative, Autonomous Robots
24288	7	A GSP-based Efficient Algorithm for Mining Frequent Sequences
33294	7	Collaborative Agents for C2 Teamwork Simulation
40010	7	Autonomous Generation of Grounded Spatial Primitives for Agent Reasoning and Communication
61735	7	THREE-SEGMENT AGENT ARCHITECTURE USING JINI FOR WORKFLOW
61907	7	A Layered Approach towards Domain Authoring support
62525	7	A Dataflow Approach to Agent-based Information Management
77682	7	Medical Document Information Retrieval through Active User Interfaces
93640	7	Using Intelligent Agents in Conjunction with B2B Interoperability
101403	7	Design and Implementation of an Intelligent Decision Analysis System for E-Sourcing
103053	7	Distributed Speaker Recognition Using the ETSI Distributed Speech Recognition Standard
103610	7	Verification of Agent Behavioral Models
116599	7	Evolutionary Optimization for Computationally expensive problems using Gaussian Processes
117943	7	Improved Opponent Modeling in Poker
119330	7	Discretization Algorithm that Uses Class-Attribute Interdependence Maximization
125450	7	Heterogeneous Database Integration Using Agent- Oriented Information Systems
135191	7	Classification for High-Dimension Small-Sample data Sets Based on Kullback-Leibler Information Measure
140972	7	Non-truth-functional fibred semantics
169310	7	WARP: An Agent-Based Process and Architecture for Workflow-Oriented Distributed Component Configuration
172786	7	Generalized Hough Transforms with Flexible Templates
183774	7	Efficient Mining of Graph-Based Data
233526	7	The Class Imbalance Problem: Significance and Strategies
421687	7	Solving Numerical Optimization Problems by Simulating Particle-Wave duality and Sozial Information Sharing
422887	7	SmartGuide: An Intelligent Information System Basing on Semantic Web Standards
519420	7	Incentive Driven Node Discovery in a P2P Network Using Mobile Intelligent Agents
519421	7	Multi-features and Multi-stages RBF Neural Network Classifier with Fuzzy Integral in Human Face Recognition
519422	7	Biometrics for Large-Scale Consumer Products
519423	7	Mining Generalized Sequential Patterns Using Genetic Programming
519424	7	A Framework for Performance Assessment of Parallel Bi-Directorial Heuristic Search
519425	7	Tourist Demand Prediction with Hybrid AR-NN-EC System-An Application for Forecasting China’s Visitors to Hong Kong’
519426	7	A Semantic Approach to Index Term Weighting
519427	7	The Principle for Synthesizing Measurements of Multiple System Parameters into a Single Parameter and its Quality Functions
519428	7	A Neural Architecture for Image vector Quantization
519429	7	An Investigation into the Application of Fuzzy Logic Control to Industrial Gas Turbines
519430	7	Chronological Backtracking Versus Formal Methods for Solving CSPs
519431	7	Pattern Recognition through Mathematical Feature analysis and Wavelet Transform
519432	7	Using Problem Generators to Analyze the Relationship between Epistasis and Inversion in GAs
519433	7	A Study on the Performance Improvement of the Hierarchical Neural Network by the Fitness Selection
519434	7	Stock Price Prediction Using Backpropagation Neural Network in KOSPI
519435	7	Frequency-Domain Pattern Recognition for Dynamic System Characterization of Enterprise Servers
519436	7	Pollen Classification Via Wavelet-Based Texture Analysis
519437	7	Histogram Setup to Recognize Arabic Calligraphy
519438	7	A Bayesian Network-based Interactive and Iterative Reasoning for Decision Support System Under Uncertainty
519439	7	Annotative Reasoning in AEDGETM - An Agent Architecture for decision aid Under Uncertainty
519440	7	A Neural Network Method to Predict Life Insurer Insolvency
519441	7	Benevolence, Trust and Autonomy
519442	7	Rationality, Logic and Heurisitcs
519443	7	Dynamic Programming Approach and Reduction Problem
519444	7	Feature Extraction for Iris Recognition
519445	7	A Fuzzy Reasoning Algorithm in Multi-value Causality Diagram
519446	7	Filtering Nonlinear Intensity Dependencies in cDNA Microarray Experiments
519447	7	A New Model for Human Brain: One-Directional Callosal Traffic for Motor and Sensory Signals
519448	7	Some Requirement for Consciousness Model Implementation in Autonomous Mobile Robots
519449	7	Heterogeneous Uncertain Information Fusion Using an Adaptive Multiagent System
519450	7	Dynamic Pricing with Local Interactions: Logistic Priors and Agent Technology
519451	7	Designing Holonic Real-time Coordination domains Using JACK Agents
519452	7	Fault Diagnosis Research Applying Causality Diagrams to the Complex System
519453	7	Prediction of Conveying velocity of a Flexible Vibratory Feeding System Using Artificial Neural Networks
519454	7	A Computational Framework for Contexts
519455	7	A New Generation of Regression Class for MLLR Adaptation Using the PDT-SSS
519456	7	A 3-Steps Algorithm for Morphological Disambiguation Using Untagged Corpora
519457	7	Land Surface Classification with Airborne Multi-spectral scanner Image Using a Neuro-Fuzzy Model
519458	7	Web-based Interactive Intelligent Tutoring for Medical Students
519459	7	Automatic Knowledge Acquisition Using Concept Map Generation
519460	7	Effective Heuristics for Algorithmic Music Composition
519461	7	Evolving Fuzzy Decision Trees Through Genetic Program Based Data Mining
519463	7	An Efficient Combinatorial Auction for Sequentially Arriving Bidders
519464	7	Solving Distributed Constraint Satisfaction Problems with an Ant-Like Society of Hill-Climbers
519465	7	Fitness Distance Correlation as a Measure of Genetic Algorithm Performances
519466	7	Evaluating Evidence When Making Difficult Decisions
519467	7	Fuzzy Sets and Similarity Measure Between Fuzzy concepts in Semantic Nets
519468	7	Designing an Intelligent Tutoring System Using Bayesian Network
519469	7	A Fuzzy Data Mining System for Medical Records
519470	7	Hierarchical Genetic Algorithms Applied to Datapath Synthesis
519471	7	A Cooperative Multi-agent System for Plan Generation in Batch manufacturing
519472	7	Forecasting of Lift and Drag of a Circular Cylinder in Crossflow with a Fuzzy
519473	7	Network Based Intelligent Systems by maximizing Entropy
519474	7	De-Dempster-Shafer for Uncertainty Handling
519475	7	Compatible Parameters for Semantic Measurement in Extended Fuzzy Relational Databases
519476	7	Applying an Evolutionary Algorithm to Web Search: The Methodology of Evagent
519477	7	A Comparative Evaluation of Korean Text Categorization Based on KNN Learning
519478	7	An Efficient Winner Determination Algorithm for Combinatorial Ascending auctions
519479	7	A Novel Neural Network Based on Immunity
519480	7	Fuzzy Linearity of the Seminormed Fuzzy Integral
519481	7	Design and Implementation of the game Terminology Electronics Dictionary
519482	7	The Application of System Parameter Fusion Principle to Evaluating the Level of Real Estate Enterprise Informatization
519483	7	Comparison of Multidimensional Association Rules with Decision Trees for Large Database
519484	7	An Incremental FP-Growth Approach for Web-Content Based Dynamic Data Mining
519485	7	A Hierarchical Algorithm for Clustering class-imbalanced Datasets
519486	7	Message-based Model for Diverse Events by Structured Objects in Virtual Natural Environment
519487	7	Combining Gaussian Mixture Models and Polynomial Classfierrs for Text Independent Speaker Recognition
519488	7	KRS-FZ: A Knowledge Representation System with Fuzzy Contraints
519489	7	Medical data Base Exploration Through Artificial Neural Networks
519490	7	Role-Based and Agent-Oriental Teamwork Modeling
519491	7	A Phrase-Based Text Representation Approach for Effective Retrieval of Web Documents
519492	7	Error and Energy Measures in System Identification Using an Evolutionary Algorithm
519493	7	Optimizing Fuzzy Decision Trees Using Genetic Algorithms
519494	7	Automatic Generation of Description Logic Representation of Documents
519495	7	Fuzzy Control for Optimizing the Transmission Power in Cellular Phones
519496	7	A Roadmap Towards a Peircean System of Reasoning
519497	7	Comparison of Several Defuzzification Techniques
519498	7	A Secure Agent Architecture for Sensor Networks
519499	7	Converting SAT Problem into Lattice Basis
519500	7	The Context Interchange Technology Based on the Predicate Knowledge Representation Model
519501	7	M-commerce Transactions for Voice Interface and web Caching
519502	7	Optimal Combinations of Air Traffic Control Sectors using Classical and Stochastic Methods
519503	7	Hierarchical Heuristic Search Techniques for Empire-based Games
519504	7	Statistical Learning Based Radial Basis Function Networks for Pattern Classification
519505	7	Rule Coding for Genetic Algorithms: An Alternative Solution to the Traveling Salesman Problems
519506	7	Landmark Detection for Cephalometric Radiology Images Using Pulse Coupled
519507	7	A Simulated Power Quality Disturbance Recognition Systems
519508	7	Parsing with Fuzzy Sets
519509	7	Efficient and Secure Storage Systems Based on Peer-to-Peer Systems
519510	7	Past Location Estimation of Mobile Objects
519511	7	Selecting ANN Models for Geoidal Undulation Prediction
519512	7	DWT-based Pattern Recognition Systems
519513	7	The Modeling of Artificial Psychology
519514	7	Solving Distributed Asymmetric CSPs via a Society of Hill-Climbers
519515	7	Content Engineering - An e-learning Approach
519516	7	Data Clustering Using a two-Stage Fuzzy and Sequential K-means Algorithms
519517	7	An Analysis of Appearance-Based Statistical Methods and Autoassociative Neural Networks On Face Recognition
519518	7	The Random Selection and Manipulation of Legally Encoded Bayesian Networks in Genetic Algorithms
519519	7	A Survey of Intelligent Pervasive Computing
519520	7	Detecting Attention Through Face Recognition
519521	7	A New Collaborative Filtering Method Using Representative Attributes-neighborhood and Bayesian Estimated Value
519522	7	Proactive Information Exchange During Team Cooperation
519523	7	Application of Radial Basis Function Networks to Power System Load Frequency Control
519524	7	Sensitivity of Differential Evolution Algorithm to Values of Control Parameters
519525	7	An Adductive Theory of Scientific Reasoning
519526	7	A Two-dimensional Modal Logic for Knowledge Representation in Asynchronous Multi-Agent Systems
519527	7	Temporal Fuzzy Model for Dynamic Systems
519528	7	A Proposed Possibilistic Approach to Pattern Verification
519529	7	Event Detection form basketball Video Using Audio Information
519530	7	'Interesting' as a Category in Information Retrieval
519531	7	Evolutionary Learning and Adaptation with a Neuromolecular Model
519532	7	Research Issues in Applying Neural Networks to Transient Stability Assessment of Power System
519533	7	Artificial Life Simulation Using Marker-Based Encoding
519534	7	Tracking and Understanding Automated Space Shuttle Fault Detection, Isolation and Recovery
519535	7	Restoration of Corruption Digit Image Using 4-neighborhood Mask and Projection
519536	7	A Web-Based Tutoring System Using Fuzzy Concept for Adaptive Learning
519537	7	Identifying Compelled Edges in a DAG - A Constraint Satisfaction Problem
519538	7	Using Possibility Measures to Enhance Human Resource Selection Processes Based on Job Position Characterizations
519539	7	Multiagent Coordination
519540	7	Real-Time Load Determination for In-Service Components Using Photostress Analysis and Artificial Neural Networks in Tandem
519541	7	Pattern Recognition Using Fuzzy Logic and Neural Networks
519542	7	Intelligent Control of Non-Linear Dynamic Plants Using Soft Computing
519543	7	Use of Artificial Neural Networks (ANN) for Real Time Determination of Loads on In-Service Components
519544	7	A Driving Force of Knowledge Discovery in Data Base Main Stream - Double Base Cooperation Mechanism
519545	7	An Approximation Algorithm for Optimal Stable States of a Neural Network
519546	7	A Hybrid Architecture for Time Series Forecasting using Neural Networks, Fuzzy Logic and Genetic Algorithms
519547	7	Generating Parallel Based on Planning Graph Analysis of Predicate/Transition Nets
519548	7	Dynamic Attribute Reducts of Tolerance Information Systems
519549	7	The Knowledge Desktop Environment: A Framework for generic Interface Agents
519550	7	Automatic Problem Decomposition for Distributed Planning
519551	7	Paraconsistent Semantics for Extended Logic Programs
519552	7	FIS-CRM: A Representation Model Based on Fuzzy Interrelations for Internet Search
519553	7	Obstacle Avoidance by Using Modified Hopfield Neural Network
519554	7	Strike Force Asset Allocation using Genetic Search
519555	7	Representing and Revising Norms and values Within an Adaptive agent Architecture
519556	7	On the Interpretation of Uncertain Rules in Prepositional Logic
519557	7	Using Hierarchical Classification-Based Expert Systems to Support Tutoring
519558	7	Texture Representation Using Gabor Filters
519559	7	Evolution of Modular Neural Networks for System Identification
519560	7	Computational Frames as Metainterfaces
519561	7	Dynamic Scheduling of Flexible Manufacturing Systems Using Serval Machine Learning Algorithms
519562	7	Effects of WSQ Compression on Client-server Biometric Identification Performance
519563	7	Self-Organizing Maps for Detecting Ontology Components
519564	7	Use of Informational Relevance in Qualitative Reasoning Under Uncertainty
519565	7	Artificial Intelligence, Information System Delivery and Analytical Capabilities in Customer Retention and Relationship Management
519566	7	Extending Data Processing Capabilities of Relational Database Management Systems
519567	7	Solving Temporal Constraints Using Neural Networks
519568	7	Exploiting the Marginal Profits of Constraints with Evolutionary Multi-Objective Optimization Techniques
519569	7	Using Metaheuristics to Assign Shifts
519570	7	The Inner Mechanism of Knowledge Discovery System and its Influence to KDD Mainstream Development
519571	7	A Novel Model for the Budget Sharing Problem in a Real-Time Environment
519572	7	IMPROVE: An Innovative Market for e-Procurement
519573	7	A New Technique for Improving the Classification Ability of a Neural Network
519574	7	Max-Min Ant Szstem with Local Search for Point-Based Image Regitration
519575	7	Is it Possible to Find a Pattern of k for the Nearest Neighbor?
519576	7	Efficient Convergence Implies Ockman's Razor
519577	7	Two Genetic Algorithms for the Leaf-Constrained Minimum Spanning Tree Problem
519578	7	Towards and Intelligent Data Type for Toxicity
519579	7	Duress Recognition for Biometric Systems
519580	7	Artificial Neural Networks for Time Series Prediction - A Novel Approach to Inventory Management Using Asymmetric Cost Functions
519581	7	Oscillatory Responses in Pre-Cortex Model of Olfactory System
519582	7	Topological Models for Knowledge Acquisition through Observation
519583	7	Minimizing Edge Crossing in Drawing Bipartite Graphs Using Evolutionary Algorithm
519584	7	Adding Intelligence to Mesh Selection for Adaptive Finite Element Analysis
519585	7	Solving Multimodal Function Optimization Problems Using an Improved Parallel EC
519586	7	Adaptive Noise Cancellation Using Type-2 Fuzzy Logic
519587	7	Plant Monitoring and Diagnostics Using Fuzzy Logic
519588	7	Threshold Behavior in a Boolean Network Model for SAT
519589	7	Genetic Algorithm of Semi-Variable Length Strings
519590	7	A. I. Techniques for Planning for Planning Telecommunication Networks
519591	7	A simplistic Mereological System for Relations
519592	7	An Investigation into Maintaining Arc Consistency in a Dynamic Environment
519593	7	Two-Stage Image Segmentation Using Modular Neural Networks
519594	7	fzMail: A Fuzzy Tool for Organizing E-Mail
519595	7	Design Optimization for Tapered Roller Bearings Using Genetic Algorithms
519596	7	Evolutionary Optimization of Heterogeneous Classifiers
519597	7	Intelligent Dispatching of Public Traffic Vehicles in ITS
519598	7	d-Separation and Partial Correlation in Bayesian Networks with Incomplete Information
519599	7	Extending Bayesian Networks to Decision Support Systems where the Prior Distribution is Incomplete: A Software Prototype
519600	7	An Artificial Neural Network Model for Reading Comprehesion
519601	7	A Framework for Multi-agent Based Applications
519602	7	The Language Dynamics Equations of Population-Based Transition - A Scenario for Creolization
519603	7	A Genetic Algorithm for Static Compaction Based on Vector Omission for Synchronous Sequential Circuits
519604	7	Improving Internet Intelligent Agents Using Fuzzy Logic and Data Mining Techniques
519605	7	Cluster Approach for Fingerprint Identification
519606	7	A Metric Generated by a Lower Tree Semi-Lattice
519607	7	Artificial Intelligence at Work: Using Intelligent technology to Automate Agricultural Knowledge and Best Practices
519608	7	Curative Data Mining Method for Optimal Formula of New Chinese Medicine
519609	7	On Belief-Based Adaptive Negotiation Agents
519610	7	Interference Cancellation Using a Fuzzy Real Coded Evolutionary Algorithm
519611	7	An Adaptable Decision Support System Delivered Across the Internet: A Model and Implementation
519612	7	Blending Natural Intelligence with Artifical Intelligence
519613	7	Java Implementation of the ILA-2 Algorithm
519614	7	A Probabilistic Neural Network for Gene Selection and Classification of Microarray Data
519615	7	Towards an Evolutionary Solving of SAT Problems
519616	7	Expectation Verification Checking via Investigation of On-line Data Sources
519617	7	Belief Revision via Lamarckian Evolution
519618	7	Towards a Linguistic Negation Approximation Based on Rough Set Theory
519619	7	Identification of Differentially Regulated Genetic Network
519620	7	Multi Agent Systems Using Constrains Handling Rules for Problem Solving
519621	7	Decision Boundary Feature Extraction for Equalizers
519622	7	DNA Computing Adopting DNA Coding Method for Hamiltonian Path Problem
519623	7	Trust-Based Unenforceable Auctions
519624	7	On the Efficiency and Scalability of Adductive Reasoning with Linear Programming
519625	7	A Genetic Algorithm and Two Hill-Climbers for the Minimum Routing Cost Spanning Tree Problem
519626	7	Applying Local Search n a Genetic Algorithm for the 4-Cycle Problem
519627	7	Using Utility Values in Argument-based Negotiation
519628	7	A Neural Network Approach to the Solution of Optimization Problems in Computational Engineering
519629	7	A Novel Rôle for AI?
519630	7	Tree Growth Based Episode Mining without Candidate Generation
519631	7	Electrical Load Demand Model by Neural Network Method
519632	7	Framework for Synthesis by Unfolding of Declarative Programs
519633	7	Facial Expression Recognition Using Feedforward Neural Networks
519634	7	Multilayer Feedforward Neural Network for Image Feature Extraction Using Independent Component Analysis
519635	7	An Evolutionary Framework for Multi-Modality Image Alignment
519636	7	Improving Clustering accuracy by Using Feature Selection and Extraction Techniques
519637	7	Fingerprint Classification Method Using Measurement of Ridge Energy Changes
519638	7	Safe Outdoor Navigation with Local Information
519639	7	An Approach to Flexible Knowledge Discovery
519640	7	(Not) Finding Rules in Time Series: A Surprising Result with Implications for Previous and Future Research
519641	7	Qualitative Logic for 'Generally
519642	7	Data Representation for an Archaic Writing System
519643	7	Fuzzy Rule-Based "Computer Access Assessment System (CAAS)" for People With Disibilities
519644	7	A Capability Description Language for agent Cooperation
519645	7	Managing the Flow of Messages Coming to Newspaper Editor
519646	7	Signature verification Using Stroke Histograms
519647	7	Hub Word Based Ontology Construction for Document Retrieval
519648	7	Comparing Genetic Algorithms and Exhaustive Methods Used in Optimization Problems for Fuzzy Probability-Based Web Planning Models
519649	7	Evaluation of Automatic Speech Recognition Sensors
519650	7	Can Wireless-to-Wireless Networks Realize Pervasive Computing?
519651	7	Planning for Distributed Agents in Dynamic Workspace
519652	7	Translating Opposing Word-Pairs with Same Initial Character
519653	7	Modeling a Computational Grid of Mobile Devices as a Multi-Agent System
519654	7	Application of Fuzzy Logic for Dynamic Scheduling in Intelligent Manufacturing System
519655	7	A Survey of Intelligent Agent Technology
519656	7	A Novel Fuzzy Guidance System for Automated Highway Driving
519657	7	A Basic Framework for Infinite Computation
519658	7	Agent-based Design of electronic Intermediaries
519659	7	Handwritten Digit Recognition Using Decision Boundaries of Neural Networks
519660	7	Toward a General Neural Network Model for Insulin/Glucose in Diabetics
519661	7	Intelligent Interface for Control of Non-Linear Plants
519662	7	A Logical Treatment of Scientific Anomalies or Artificial Intelligence Meets Philosophy of Science
519663	7	Producing Front-Lit Face Images from Arbitrary-Lit Face Images Using Principal Components Analysis
519664	7	Modeling Graph Class Evolution
519665	7	Some Considerations About Using Feedforward Neural Networks in Identification of Fuzzy Controllers
519666	7	On Some Algebraic Properties of Fuzzy Controllers
519667	7	Decision Support for Rule, Technique and strategy Discovery in a multi-agent Environment
519668	7	Feasibility of Genetic Algorithms for Music Composition
519669	7	'External Optimization' for Max-SAT
519670	7	A Bose-Einstein Extremal Optimization Method for Solving Real-World Instances of Maximum Satisfiablility
519671	7	Applying Keyword in Context based Segmentation Method for a Chinese Website
519672	7	A Multi-agent System to Manage Workflows
519674	7	Advisory Agents for Computer-based Tutoring Systems
519676	7	A New Method for Estimating the Order of Integration of Fractionally Integrated Processes Using Bispectra
519677	7	Reasoning about Events and Knowledge in Distributed Systems
519678	7	Decentralized Search by Unmanned Air Vehicles Using Local Communication
519679	7	Using Java to Implement a Distributed Deductive Database
519680	7	Heterogeneous Cost Functions and a Partitioning Algorithm for a Distributed Deductive Database
519681	7	Acquisition of Knowledge and its Representation to Achieve the Ability of Computer to automatic Programming
519682	7	Evaluation of Multi-Agent Toolkits: A Benchmark
519683	7	A Fingerprint Matching Algorithm Using Image Recognition and Fuzzy Control
519684	7	Towards Bridging the Gap between the Social and the Knowledge Level
519685	7	Resolution of Loading and Scheduling Problems in FMS
519686	7	SAM: A Student Assessment and Modeling System
519687	7	Self-Organising Maps: Recognising Patterns of Corporate Underperformance
519688	7	A Grammar Model for Foreign-Exchange Trading
519689	7	Heuristic for Cutting Operations
519690	7	Another Category in Intelligent Monitoring and Diagnosis for Industrial Systems
519691	7	Evolution of Complex Behavior Controllers using Genetic Algorithms
519692	7	Co-habitation Between Human and Intelligent Agent
519693	7	Ambiguity and Persistence in the Interval Algebra
519694	7	Topological Adjacency Relation Depending on the Scope of an Agent Among Physical Object
519695	7	Some Useful Social Metaphors in Logic
519696	7	Response-Ability and its Complexity
519697	7	Developing a Novel Adaptive Cruise Control System Using Fuzzy Logic
519698	7	Communication As Intelligence: Methods for Social Exchange Using Natural Language
519699	7	Co-Evolving Neural Networks with evolutionary Strategies: A New Application to Divisia Money
519700	7	Evaluation of an e-commerce Agent
519701	7	Bayesian Belief Network and Market Index Prediction
519702	7	Dynamic Interaction of Syntactic and Semantic Analysis by Equivalent Transformation
519703	7	Aggregated, Disorderly and Defective (ADD) Model
519704	7	Planning with Uncertain Resources
519705	7	On Predicting WWW Document Reuse
519706	7	Web Search agent System Using Spreading Activation Networks
519707	7	Parallel Processing of Genetic Algorithms and Neural Networks for Control
519708	7	Phrase Based Approach for Document Representation
519709	7	Security Constraint Allocation in Distributed Object Databases
519710	7	Fuzzy Control Embedded in a CPLD for Testing Batteries
519711	7	Forecasting the Electricity Market of Spain Using Box-Jenkins and Neural Networks
519712	7	Scale Effects in Shadow Masks for signature Verification
519713	7	A Goal Definition Assistant Applied to KDD Process
519714	7	Portable Language Engineering Solutions for Multilingual Processors
519715	7	Cooperation and Defection in a Generalized Modal Setting
519716	7	A Learning Classifier System: Multi-strategy Approach for Data Mining
519717	7	Extracting Frame Based Semantics From Recursive Distributed Representation - A Connectionist Approach to NLP
519718	7	An Agent Based Multilevel architecture for Robotics Vision Systems
519719	7	A Specification Language for Agents Observable Behavior
519720	7	Foundations of a SmartSpace for Automation
519721	7	A Virtual SCG-based Model for Event Development
519722	7	A Method to Assure Stability of Some Fuzzy Controllers
519723	7	Categorial Grammar and Semiotic Universal Grammar
519724	7	A Comparison of VAR and Neural Networks with Genetic Algorithm in Forecasting Price of Oil
519725	7	Understanding Agent Trust
519726	7	Towards an Architecture for the Representation of Dynamic Situations
519727	7	Integrating Language and Vision for Voice Communication with Three-Tiered Autonomous Robots
519728	7	Integrated Object Recognition in the Three-tiered Robot Architecture
519729	7	water Simulation by Merge-split Method based on State
519730	7	Recurrent Distributed Constraint Satisfaction, Virtual Constraints and .Meta Evolutionary Societies of Hill-Climbers
519731	7	Evaluating Interpretations of Probability in the Face of Drifts
519732	7	Forecasting the EMU Inflation Rate - Linear Econometric Versus Non-Linear Computational Models
519733	7	Sentence Segmentation and Coordination Construction Processing with FB-LTAG
519734	7	SWARM Approach to Build Multi-Classifiers
519735	7	Design of a New Feature Based on Direction Angel Histogram and its Application to Recognition of Handwritten Numerals
519736	7	On Philosophical Incidences of Logic Programming
519737	7	Multi-Level Knowledge for Controlling and Monitoring Systems: A Multi-Agent Support
519738	7	The Role of Communication in the Coordination of Intelligent Agents in a Semi-Adversarial System
519739	7	Agent-based Approach for Building Trusted e-commerce Systems
519740	7	An HMM On-Line Signature Verification with Pen Position Trajectories
519741	7	An Adaptive Genetic Path Planner for Rovers Operating in Partially Known Environments
519742	7	Multi-agent Systems Applied to Intelligent Tutoring Systems
519743	7	Applying Difference Metrics of Finite Sets in Diagnostics of Systems with Human Participation
519744	7	Intelligence and the Notation-Denotation Relation
519745	7	Local Search for Incremental Satisfiability
519746	7	e-Learning and Organizational Memory
519747	7	An Agent Team in a Hostile World
519748	7	Attitudes in the Multiagent Dynamic World
519749	7	Simulation a Day Trader stock Market Dynamic Activity Using visual SLAM (AweSim) Software Package
519750	7	Determining Divisia Rules Using the Aggregate Feedforward Neural Network
519751	7	Extracting Rules From the Aggregate feedforward Neural Network
519752	7	Using Hints in a Neural Network Model to Predict Returns on Securities
519753	7	Cognitive Diagnosis Based on ZPD and core Approaches
519754	7	Combining Text Mining and NLP for Information Retrieval
519755	7	On the Membership Function in the Integration of Fuzzy Databases
519756	7	Bayesian Inference of Genetic Networks from Gene-Expression-Data: Convergence and Reliability
519757	7	Moving Object Inference Engine and Applying to Battlefield
519758	7	Artificial Neural Network and Wavelet Transform of Flaw Echo Locative
519759	7	Business Matching Agent on Internet Supply and Demand Information
519760	7	Formalization of Knowledge Systems
519761	7	Solving the Brachistochrone Problem with Genetic Programming
1794935	7	Auctioning Strategies in an Agent Enabled Peer-to-Peer Marketplace
